text,sentiment
bantu ajar bahasa bumi,Positif
this is very effective sok i can learn english,Negatif
bagus iklann,Positif
bantu ajar bahasa sia sia download duolingo,Positif
ikat juang duolingo reting bagus maju tingkat,Positif
mudah ajar b inggri bahasa ya,Positif
senang ajar bahasa inggris duolingo,Positif
cepat cerna,Netral
ajar bahaasa,Positif
bosan,Netral
good aplication,Negatif
mantaaaaap,Netral
seru banget isi kosongg,Positif
bagus bahasa inggris trimakasih duolingo,Positif
kursus bayar,Netral
bantu sayang tingkat b inggris,Positif
bagus ajar bahasa inggris,Positif
bagus pol,Positif
a very good aplication for learn englishbut i only give stars because the super duolingo must pay thank you sincerelyand my device there is no chess,Negatif
hibur,Netral
okee,Netral
seru tambah tahu,Positif
wow aplikasi ya seru,Positif
semenjak sistem energi sukameski kurang,Negatif
bug ya banget materi suka salah tolong dibenerin,Negatif
aplikasi bagus mudah ajar bahasa inggris,Positif
sangatt bantu banget,Positif
mantavvvvvv moga ku mahir bahasa amin,Positif
bagus bosan sih salah kayak cucugrandma salah,Negatif
bagus main ajar terkadang rutin ajar runtun kadang mati huhu,Positif
seru bagus ajar,Positif
bikin otak sterss,Netral
bantu ajar kosa ajar bahasa inggirs,Positif
bagus banget ajar ajar,Positif
ngebug update btw duo bantu ajar bahasa thanks duo,Positif
duolingo seru banget ajar bahasa mtk dll runtut nyala ajar keren,Positif
bagus cocok ajar basa inggris anak sakolah,Positif
game ya bagus game ajar bahasa bahasa beda beda lancar,Positif
bagus ajar bahasa inggris,Positif
bantu banget aplikasi komunikasi orang asing,Positif
keren banget aplikasi ya pakai mudah paham,Positif
bagus bantu,Positif
senang tantang aplikasi bagus ajar anak orang tua,Positif
ajar bahasa inggris fokus yeyy bahasa inggris,Positif
suka duolingo ajar bahasa negara,Positif
gamenya bagus banget,Positif
senang ajar duolingo main ajar,Positif
pakai energi pakai hati kayak banget,Negatif
bagus iklan ajar tingkat,Positif
bagus cocok ajar,Positif
ajar bahasa,Positif
bagus banget ya kali ajar bahasa kosakata duluan benda,Positif
mudah ajar bahasa duolingo hidup duolingo,Positif
bagus i like duolingo ajar bahasa bahasa asing hhmmmm good good,Positif
ajar seru banget kosakata ulang ulang lupa ajar mandarin ya mudah,Positif
aplikasi pandai bahasa inggris manfaat banget bahasa inggris,Positif
verry good,Negatif
bayar hmm,Netral
susah seru prestasi ku tapibaru langsung pisah selesai ajar kasih bintang maaf ya,Positif
duolingo seru ramah ajar senang,Positif
suka bantu isi luang,Positif
aplikasi bantu otodidak,Positif
bgusss,Netral
lumayan,Netral
game musangat seru terimakasih,Positif
iklan ya gaseru banget sih,Positif
akp bantu bantu bahasa inggris terimakasih bikin apk,Positif
bgusss,Netral
manfaat,Netral
streak tahun ubah streak doang tolong benerin semangat ajar,Netral
ajar pintar teman ku,Positif
seruuuu banget bantu ajar nol,Positif
seru banget,Positif
seru senang main dapat ilmu duolingo,Positif
bahasa korea inggris,Positif
seru banget gratis,Positif
bagus ajar semangat latih bahasa inggris terimakasih duolingo,Positif
seru banget ajar musik susah level tambah ajar kayak ips ipa serah deh pokok,Positif
seru banget ajar bahasa jepang mudah bintang deh,Positif
ajar senang,Positif
i dont like fitur energy please reapair,Negatif
bantu ajar kosakata,Positif
chess,Netral
kandung lgbt,Netral
tau bahasa inggris ya,Positif
buruk dukung lgbt bahas ajar apk,Netral
worth ajar premium,Positif
otak pintar banget,Positif
suka banget ajar duolingo,Positif
salah,Negatif
tambah ilmu kesan mudah ajar ikut kursus matematika bahasa china duolingo,Positif
aplikasi bagus bantu mula bahasa inggris terimakasih,Positif
bagus bahasa,Positif
bantu ajar bahasa,Positif
mmbntu,Negatif
bagus sayang game online main aplikasi ajar seru offline,Positif
bantu,Positif
bantu ajar mudah,Positif
duolingo the best,Negatif
anak paham kosakata,Positif
bagus bikin hafal bahasa inggris,Positif
bagus banget semangat duolingo,Positif
microphone perangkat huawei waspada cakap tetang lgbt,Netral
aplikasi mem bantu bahasa inggris and chinese,Positif
dukung lgbt,Netral
pakai nih apk langsung ajar bahasa apa,Positif
seru bug pengaruh hidup kurating bintang duolingo dukung lgbt,Positif
the best app for learning everything,Negatif
mesti ajar bahasa inggris indonesia malaysia,Positif
mula bantu,Positif
suka,Netral
bagus suka duolingo bagus thank you,Positif
bagus banget aplikasi ya wajib donwlod sih,Positif
bagus latih bahasa inggris,Positif
apl ya keren,Netral
bagus moga ajar bahasa,Positif
bantu belajarrr,Positif
bantu trimaksih banyakkk,Netral
latih otak bintang,Netral
duolingo guna,Positif
cocok ajar bahasa asing,Positif
seru senang terima kasih,Positif
bagus bantu mudah anak ajar terimakasih,Positif
aplikasi bantu ajar bahasa asing,Positif
bantu kenal bahasa inggris,Positif
fitur max buka bayar,Negatif
seru ajar main bahasa iniggris,Positif
aplikasi bagus timba ilmu ajar bahasa mudah ajar matematika dlsb,Positif
bantu ajar bahasa asing,Positif
ku pintar pas ulang bahasa inggris ulang hari,Positif
les gerat kurang main gadget,Negatif
nilai seko,Netral
aplikasi duolingo bagus,Positif
bikin otak cerdas pintar bahasa inggris,Positif
duolingo support lgbt autoo deletee,Netral
sibuk marah marah kau dou,Netral
iklan,Netral
suka nilai b inggris ku,Positif
bantu sekaliii keren pokok tambah kosa ajar ucap,Positif
mantap,Netral
bagus bantu bagus,Positif
game bagus ajar bahasa inggris spanyol prancis lainlain pokok kasih rating bintang,Positif
bagus tambah wawas bahasa inggris,Positif
mudah ajar paham,Positif
seru banget,Positif
very very nice,Negatif
ajar bahasa,Positif
lumayan,Netral
coba langsung bahasa inggris duolingo bagus,Positif
lucu banget ava nyaaaku bahasa korea dikit dikit,Positif
is nice study english this aplication perhaps i can get a lot of vocabulary,Negatif
seru bahasa lejar,Positif
plis tambah ajar bahasa jepang nya makek bahasa indonesia,Positif
kembali hati,Negatif
seru dannn suka,Positif
semogaaa jadiii pintarrr amin,Netral
ajar asikseru dehklo gabut ngeduolingo deh,Positif
waelah nih update batre coba paham suruh buru mikir updatenya,Netral
bagus perfect aplikasi kursus bahasa senang mudah bagus nyesal download,Positif
bagus banget ajar bahasa inggris tingkat bahasa inggris,Positif
bagus banget seru,Positif
seru banget saran download langsung download sekarangggaku bahasa chinaitaliaprancis berkat doulingooo,Positif
duolingo bahasa jepang,Positif
mudah paham erti,Positif
bagus banyak iklan premium duluaku dowlod coba fitur vidio call premium,Netral
keren banget duolingo bantu ajar bahasa inggris,Positif
enak ajar step by step,Positif
kikir,Negatif
duolingo baik mahir bahasa inggris makasihh ya duolingo bahasa inggris,Positif
sistem energi sulit ajar,Negatif
bagus sih salah,Netral
bahasa aplukasi bagus orang brlajar bahasa,Positif
keren sih,Netral
bagus kook cumaa ya bagus ajar kasi ajar duolingo,Positif
bagus menkainya,Positif
ajar bahasa inggris mudah,Positif
bagus banget apk ya lancar bahasa inggris,Positif
tolong apk ya tingkatin buka apk kerjain duolingo runtut hilang kuota lancar lancar,Positif
bagus ajar bahasa,Positif
tolong kembali sistem hati,Negatif
seru senang lancar baca bahasa inggris ngebosenin pokok bagus banget terimakasih baca bahasa inggris,Positif
aplikasi bagus,Positif
kasih bintang ganti ambigu,Negatif
bagus banget,Positif
gila seru banget ajar aplikasi non stop gue,Positif
aplikasi ajar,Positif
suka sistem energy,Negatif
bagus senang ajar bahasa,Positif
keren suka duolingo,Positif
bagus banget biat pintar bahasa matematika,Positif
suka banget same aplikasi bantu banyakk terimamsihh duolingo,Positif
bagusssss huhuuu,Netral
sangatsangat bagus semangat banget bantu,Positif
sumpah aplikasi ya keren banget muas,Positif
bagus mula ajar bahasa asing,Positif
bagus banget pas coba langsung bahasa inggris musik,Positif
asik kocak please dont go bald duo,Negatif
senang mudah,Positif
keren duolingo game seru suka,Positif
bagus aplikasi,Positif
duolinggo keren bantu ajar english,Positif
bagus banget aku cepat paham,Positif
good,Negatif
mah bis bejar male,Negatif
bagus seru main game,Positif
jago bahasa inggris mudah erti bahasa inggris,Positif
very good thanks,Negatif
cocok ajar isi luang,Positif
duolingo seru habis waktu ajar duolingo duolingo good,Positif
gembagus banget,Positif
aplikasi bantu pintar bahasa mandarin,Positif
ganti sistem hati energi batas kerja,Negatif
battery systems is suck,Negatif
apk bagusdan orang belajarsaya ajar apk ayo download bergunaaa,Netral
ajar bahasa jepang metode ajar enak hiragana sebentar langsung cakap seharihari selang seling,Positif
lucu,Netral
seru enak,Positif
susah b mandbchina ajar sekolah ku bantu aplikasi hebat suka,Positif
bantu ajar,Positif
bagussekali,Netral
bagus senang ajar,Positif
game bantu bahasa inggris,Positif
suka,Netral
ajar ya seru banget cocok banget latih bahasa inggris ajar nol,Positif
bagus langsung hafal bahasa,Positif
apk bantu,Positif
duo linggo terimakasih bicara bahasa inggris dasar dann kosa,Positif
aplikasi bagus banget pengin ajar bahasa teori kayak guru top,Positif
sempurna manfaat guna ajar bahasa,Positif
ajar aplikasi ya bayar ajar,Positif
bahasa negeri,Positif
aplikasi ajar gratis,Positif
ajar mudah senang,Positif
bagus ajar bahasa inggris,Positif
bagus bantu banget,Positif
ajar tuh senang,Positif
game ya bagus tingkat ajar sekolah,Positif
aplikasi bagus,Positif
perfect,Netral
game ajar seru,Positif
ajar bahasa inggris bagus,Positif
bagus isi luang,Positif
aplikasi bantu,Positif
kasih bintang promosi lgbt terangterangan aplikasi sakit normal,Positif
bagus tambah ilmu terimakasih byaena,Positif
dualingo sedih,Netral
aplikasi bagus,Positif
bantu,Positif
bahasa inggris mudah,Positif
love youupembelajarannya mudah erti,Positif
duolingo is verys nice,Negatif
ganti avatar sih,Negatif
seru banget ajar bahasa inggris,Positif
enak gampang batrenya gampang habis,Positif
bantu ajar bahasa,Positif
manfaat langsung cepat bahasa inggris moga aplikasi bantu,Positif
mudah hafal trimakasih duolingo,Positif
bagusramahlucuseru bikin jago bahasa negara kursus matematika lop yuk deh,Positif
nice lesson and cute,Negatif
pelajaranya seru pakai,Netral
seru banget suka,Positif
rating bintang ajar main ya seru banget gampang erti ya bruan coba,Positif
aplikasi bagus bahasa inggeris dikit dikit terima kasih duolingo maaf tulis salah mohon maaf,Positif
indonesia arab ya ajar bahasa arab,Positif
bagus banget,Positif
this app pakai my mom impress me,Negatif
seru kosakata b inggris tau,Positif
login coba kali suruh coba,Netral
bagus aplikasi tantang,Positif
bantu tingkat mampu lemah,Positif
game bantu ajar dasar bahasa inggris,Positif
pintar bahasa inggris dll,Positif
hi i name is mifta,Negatif
bagus banget bantu,Positif
bagus banget sayang iklan,Positif
sangant bagus,Positif
mantap mula ajar bahasa,Positif
tarik game,Netral
bantu gratis hehehe,Positif
halo yugi,Netral
aplikasi bagus ajar bahasa inggris,Positif
aplikasi senang ajar duolingo baik,Positif
aplikasi ya bagus bantu ajar bahasa asing fitur ya bagus mudah ajar,Positif
bahasaofflinedan mudah paham,Positif
suka energi papa ajar bahan komentar langsung download ya,Netral
mudah erti praktis,Positif
bagus batu ajar bahasa,Positif
thank you for everything,Negatif
bantu ajar bahasa inggris,Positif
ajar bahasa seru,Positif
study is happy,Negatif
apk ya bagus,Positif
keren,Netral
pas cerita lesbian,Netral
ajar seru,Positif
suka,Netral
bikin tau bahasa inggris nye pandai pandai,Positif
aplikasi keren bantu ajar bahasa inggris,Positif
mahir bahasa jepang,Positif
bagus,Positif
bagus banget duolingoaku pintar ajar bahasa jepang,Positif
ajar asik mudah paham,Positif
aplikasi bagus guyss mula coba ya,Positif
bantu ajar bahasa inggris mula,Positif
lumayan keren sih,Netral
seru membtu ajar,Positif
cepat ajar bahasa inggris,Positif
nhelag jaring bagus,Positif
aplikasi lgbt,Positif
seeeru banget,Positif
aplikasi bagus banyak iklan ya,Positif
bagus banget ih aplikasi ya bantu ajar,Positif
suka ajar duolingo,Positif
membantuthank duolingo kembang,Positif
sistem energi baru jelek kurang cari aplikasi,Negatif
bagus apk ya,Positif
app bagus sayang unsur lgbt,Netral
suka,Netral
bagus banget aplikasi lancar ajar,Positif
aplikasi ya seru ramah anak anak,Positif
ajar bahasa,Positif
gila,Netral
bahasa inggris and china berterimakasih duolingo duolingo bahasa inggris and china ya duolingo,Positif
bantu,Positif
bagus gratis,Positif
aplikasi bagus malas aplikasi dukung lesbi,Positif
very easy understand and very effective,Negatif
this application is good and pakai me can speak english,Negatif
aplikasi cocok orang sibuk sempat ajar duolingo,Positif
apk ya bantu banget,Positif
edukasi,Netral
aplikasi bantu game senang,Positif
semangat,Netral
rutin ajar animasi ya bagus lucu hibur,Positif
kadang omong ya akses,Netral
duolingo ya bagus banget deh pokok bilang hehe pokok bagus banget ajar orang gaingetan,Positif
good aplikation,Negatif
duolingo bikin pintar kasih rating,Positif
ajar,Positif
this is good,Negatif
bagus pintar b inggris,Positif
duolingo bantu,Positif
anak suka main gasuka game pintar terimakasih duolingo,Positif
aplikasi bagus ajar bahasa negara,Positif
cihuyyy,Netral
duolingo bantu ajar bahasa kenal bahasa,Positif
ajar bahasa inggris,Positif
suka banget aplikasi,Positif
bagus tahu bahasa inggris kuuu,Positif
dukung ajar,Positif
bantu senang,Positif
duolingo bantu,Positif
lumayan,Netral
bahasa inggris terimakasih duolingo,Positif
bagus mula,Positif
lumayan bantu ajar bahasa jepang,Positif
cocok ajar bahasa,Positif
bagus loh,Positif
paket ya mahal,Netral
ajar seru,Positif
bagus cumaa tekan arti ya,Netral
bantu kesah skil bahasa sayasaya harap ajar bahasa rusia updatean,Positif
aplikasi lgbt,Positif
bahasa sebelumny,Positif
bantu gue banget ajar bahasa pokonamah,Positif
aplikasi ya bagus ajar bahasa rumit,Positif
tau,Netral
gbisa akses,Netral
mantap cok wajib download kasih minggu gratis mantap,Netral
bantu bahasa suka,Positif
bagus anak anak ajar bahasa kurang bicara lili cepat mati telepon,Positif
apk sampah stuck mulu main aplikasi sampah,Positif
senang bahasa tau sangan didik ajar,Positif
bantu terimakasih duolingo,Positif
bagus banget iklan thank,Positif
bagus,Positif
duolingo bantu banget kualitas nya bagus,Positif
duolinggo iklan judol slot terusssss ganggu min,Netral
bagus banget ajar,Positif
keren seru ilmu ajar bahasa,Positif
excellent,Netral
manfaat ya duolingo,Positif
bagus banget pas udaa lumayan tuh love bjir,Netral
tingkat inggris,Positif
duolingo berkat ajar bahasa inggris lancar i really like the duolingo app,Positif
banget ulang kosa,Positif
banyak rekam suara latih bicara,Netral
bagus ya,Positif
aplikasi tolong rotasi,Netral
bagus anak belajarrr loh,Positif
bagus suka bangetbisa bahasa inggris,Positif
i love,Negatif
bolehh,Netral
sekalihhhh,Netral
guna,Netral
ajar bahasa inggris seru,Positif
suka duolingo terima kasih ya duo,Positif
bagus bantu ajar bahasa mandarinyuk download duolingo duolingo irit paket,Positif
ajar main tantang alhasil motivasi selesai misiseru poll,Positif
aplikasi bagus ajar kamuagar ajar bahasa,Positif
aplikasi dar ku keren iring zaman,Positif
bagus senang main luangmembantu erti bahasa asing,Positif
bagus ajar bahasa musik matematika,Positif
aplikasi asik ajar puji puji duolingo buat semangat,Positif
seru banget duolingo ya lucu gampang erti bahasa bahasa,Positif
cocok ajar bahasa negara,Positif
aplikasi cocok ajar bahasa,Positif
seru ajar bahasa inggris mudah,Positif
tahu bahasa ingglish,Positif
mudah paham bahasa inggrissoalnya bahasa inggris,Positif
its sok fun,Negatif
paham ajar erti ajar,Positif
asik bantu banget seru deh pokok,Positif
aplikasi bantu ajar bahasa mula ajar bahasa suka banget ajar bahasa inggris download deh,Positif
i likeee,Negatif
bagus bikin pintar bahasa inggrisdll,Positif
ajar tulis,Positif
ramah banget aplikasi ya,Positif
aplikasi manfaat terimaaksih cipta aplikasi,Positif
sistem hati ya ganti cekik,Negatif
bermanfaattt suka deh pokok ya,Netral
bagus tolong iklan rang kembali metode salah pakai hati,Negatif
duolingo the best,Negatif
sangan mudah paham,Positif
suka,Netral
aplikasi guna banget berkat aplikasi mudah ajar bahasamakasi banget,Positif
senang ajar bahasa jepang bahasa lai aplikasi duolinggo,Positif
senang woyy salah baik nya i love youuu doulingo,Negatif
duolingo is good application for learning language and become angry if you are not back study,Negatif
ajar senang,Positif
cocok banget ajar bhsilmu sekolah,Positif
kemarin latih steak ulang,Netral
main duolingo enak seru gabut bahasa inggris seru banget deh pokok kasih bintang,Positif
seru gampangkadang bagi suara pencet ya worth yasaya bahasa mandarin,Positif
seru makna ajar bahasa inggris japan korea and good luck trying this application its really good,Negatif
bahasa inggris ku hebat aplikasi puas,Positif
duolingo is oke,Netral
nilai bahasa english,Netral
bagus ajar b inggris ajar,Positif
seru banget,Positif
seru banget bahasa inggris bahasa inggris,Positif
good for begginerlearning english,Negatif
bantu ajar,Positif
wow gue app,Negatif
lumayan bantu moga,Positif
bahasa tuh ajar bahasa tagalog,Positif
goob job,Negatif
ajar ya seruh ajar,Positif
bagus banget ajar bahasa mandarin duolingo,Positif
seru kelas sd libur sekolah ajar hp hihi bagus kasih bintang online iklan,Positif
bagus lebih ajar bahasa offline,Positif
kembang pronouncation,Netral
aplikasi ya bagus kasih bintang,Positif
seru banget,Positif
aplikasi bantu ajar bahasa,Positif
lumayan bagus,Positif
bagus energi banyak,Netral
duolingo bagus isi iklan bantu,Positif
ajar bahasa inggris,Positif
bagus banget bjir,Positif
duit gua balikin bang,Negatif
streak gua reset day ngulang ngerjain,Negatif
energy system is the worst,Negatif
bagus aplikasi ya seru bikin ajar bahasa seru enjoy,Positif
suka update pakai energi boros banget mending pakai hati bagus,Negatif
aplikasi pandai b inggris mtk rekomendasi ajar bahasa,Positif
kursus catur duolingoku,Netral
senang ajar duolingo,Positif
keren,Netral
ajar bagus,Positif
bagus,Positif
sanga bagu ajar bahasa inggris,Positif
aplikasi duolingo bantu ajar bahasa korea aprisiasi banget sih,Positif
suka apk sangatt membantuu syaa,Netral
bagus keren,Positif
bahasa inggris,Positif
good for learning foreign languages,Negatif
bagus tarik bikin pintar,Positif
apk bagus banget siswasiswi tingkat mampu bahasa bahasa pilih contoh bahasa inggris,Positif
this is really exciting we can learn a new language,Negatif
turut aplikasi guna ajar bahasa apa bantu,Positif
bikin otak cerdas nilai ajar,Positif
seru bikin semangat ajar duolingo,Positif
ajar arah lgbt point ajar hitung selesai misi,Positif
aplikasi bantu banget ajar bahasa inggris suka aplikasi,Positif
seru banget cra ajar ya bikin tau bahasa mandarin sedikitt,Positif
keren banget metode metode agam ajar bahasa,Positif
aplikasi buruk,Netral
bagus nilai ku tambah,Positif
suka aplikasi ya mantap bikin bosan ajar ya kayak game,Positif
bagus banget ajar bahasa inggriskoreanjerman deh ajar ya asik mudah paham animasi,Positif
bagus moga depan gratis bantu,Positif
i love the biru character the green biru,Negatif
bagus banget hafal bahasa jepang seru game terimakasih aplikasi,Positif
seru banget ajar bahasa inggris ajar mtk,Positif
aplikasi edukasi keren serasa ajar main,Positif
moga gratis salam main video call bahasa twkwk,Positif
bagus,Positif
bagus ss,Positif
bagus ajar,Positif
aplikasi bagus ajar bahasa italia pakai duolingo terimakasih duolingo,Positif
ajar senang,Positif
very nice,Negatif
help me study english because my school is kurikulum cambridge,Negatif
bagus sedikitsedikit ajar bahasa inggris,Positif
very help me for learn a new languages,Negatif
bantu kosakata thank you dualingo,Negatif
bagus paket,Positif
aplikasi bagus mudah paham sekolah,Positif
bantu ajar musik,Positif
its good,Negatif
remove the energy feature as life return the heart as life,Negatif
suka aplikasi iklan level,Positif
lgbtq kocak apknya bagus,Netral
nice,Negatif
cepat erti,Positif
bagus ajar plus gratis,Positif
bantu ajar tambah tahu bahasa senang,Positif
suka aplikasi inl,Positif
bagus ajar bahasa apa,Positif
duolingo bembuat pintar bahasa inggris,Positif
bagus banget mula ajar bahasa inggris bahasa lainnyathank you good bye,Positif
bagus mudah simpel ajar ngisi luang moga aplikasi bahasa ajar,Positif
aplikasi bagus bikin cepat paham btw bahasa arab server indonesia,Positif
dukung lgbtq ajar jelek senang unsur lgbtq,Positif
bagus fasih bicara bahasa inggris,Positif
bahasa inggris,Positif
seru duo lucu banget gemas,Positif
hati hilang aplikasi eror tolong kembali energihatinya,Negatif
keren mula ajar bahasa inggris,Positif
garagara aplikasi bahasa cina mudah lop deh aplikasi ya,Positif
isss really nice apk i understand speaking english with duolinggo anjjaiii aplikasi banget bahasa inggris dikit,Negatif
keren bangeetttt sesal download tau pas wkwk recomended,Netral
bagus kualitas ya bagus,Positif
bagusterus lumayan tantang,Netral
ajar bahasa pakai duolingo seru banget gila,Positif
baik,Netral
misi teman pilih otomatis,Netral
ajar seru ketawa,Positif
aplikasi ya keren sih ajar bahasa kadang ya susah sih,Positif
gamenya bagus,Positif
aplikasi oke bayar,Positif
bagus banget lancar bahasa inggris,Positif
halo seru banget suka fitur fitunya ajar tarik kayak gem mudah menghapal,Positif
mantap jiwa aplikasi,Positif
ayo ajar duolinggo seru loh ajar,Positif
bagus seru wajib pakai,Positif
absolutely amazing,Negatif
cocok banget ajar bahasa cocok banget anak anak erti ajar bahasa,Positif
suka duolingo ajar,Positif
ajar duolingo seru senang,Positif
bagus iklan,Positif
bagus ajar bahasa,Positif
asah otak,Netral
seru banget ajar ya semangat deh,Positif
aplikasi hemat uang iklan,Netral
germain duolingo asik meyenangkan,Positif
this apps is nice,Negatif
bahasa inggrismusikmatematika kasih ranting tingkat cerdas otak gratis iklan menganggu terima kasih duolingo,Positif
aplikasi ya bagus ajar bahasa inggris santai,Positif
bagus ajar mula,Positif
worth,Netral
bagus langsung erti,Positif
bagus sihdan bantu bug,Positif
ajar kuat paham,Positif
kira ngebosenin uninstall ajar bahasa korea seru,Positif
bahasa ya gampang pahamii like,Positif
mudah paham bantu ucap,Positif
latih otak anak ajar bahasa,Positif
ajar mudah seru mem bosan malas ajar wajib coba,Positif
bagus banget ajar bahasa jepang cepat paham duolingo,Positif
asah terampil bahasa lumayan mudah paham,Positif
ajar bahasa jepang duolingo enak seru banget,Positif
aplikasi enak pakai,Netral
very very eek,Negatif
bagus,Positif
mantap,Netral
bagus banget lancar iklan premium bayar huhu baguus,Positif
bagus,Positif
aplikasi bembantu isi kosong ajar bahasa inggris,Positif
bagus ajar,Positif
bagus keren asik,Positif
good nice,Negatif
game bikin semangat ajar iklan aplikasi sebal,Positif
bagus banget ajar,Positif
buagus loh pengin ajar inggrisbahasa mtk,Positif
aplikasi bosan terimakasih tani hidup ku,Positif
fantastic,Negatif
oke bagus mula,Positif
bagus banget bahasa inggris,Positif
belaajarnya ofline,Netral
seru suka ajar bahasa inggris jepang ngaruh banget,Positif
fun,Negatif
good banget,Netral
bagus banget hafal bahasa inggristpi tlong tambah energi ya aga lama ya biar ngafalin puas ksi bintang,Positif
bantu atur kosa bahasa inggris thanks,Positif
beesssssstt,Netral
tarik seru,Positif
paham baca arti arti bahasa,Positif
main depan,Netral
bantu ajar bahasa terimakasih duolingo,Positif
bagus ngelek,Positif
membantuuu,Negatif
ajar yangg senang,Positif
ajar bahasa inggris,Positif
aplikasi keren tambah ilmu,Positif
bagus suka ajar bahasa inggris,Positif
duolingo ajar bahasa inggris,Positif
bantu ajar bahasa ajar matematika,Positif
seru danbikin orang pintar,Positif
soalsoal ya susah,Netral
seru banget,Positif
aplikasi guna ajar bahasa negeri,Positif
lumayan ajar,Positif
cepat ajar bahasa,Positif
aplikasi rekomended,Positif
aplikasi guna,Positif
bagus,Positif
bagus banget,Positif
keren mula ajar otodidak mantap suka trimakasih duolingo,Positif
senang lumayan bantu,Positif
bagus asah otak manfaat,Positif
cuman permintaynnya,Netral
top,Netral
bagus lancar bicara,Positif
kasihh rating apk bagus banget ajar bahasa asing guysss ayo downloadd,Positif
bagus,Positif
aplikasi mantap prikitiww,Positif
tampil skor leaderboard main kemarin pas reset skor muncul leaderboard,Negatif
keren banget vip,Positif
bagusnyo,Netral
iklan saran iklan munculin menit biar ganggu orang ajar bahasa,Positif
ajar aplikasi,Positif
bagus otak pintar,Positif
bagus tarik,Positif
terima kasih bantu bahasa inggris,Positif
sukabisa lancar bhsinggris and bahasa mandarin laenx,Positif
tolong kembali permata hilang kecewa sedih,Negatif
bantu sontek uji dibully bahasa inggris,Positif
aplikasi bagus ajar memelajaru bahasa kurang panjang regen energi iklanmohon koreksi,Positif
mudah ajar bahasa inggris,Positif
aplikasi bagus bahasa inggris uji praktek bahasa inggris,Positif
suka cuman hapal mtk ajar pas kls mtk ya kls,Positif
sokaliki,Netral
suka,Netral
enak ajar inggris,Positif
theres too much not recommended,Negatif
apk ajar bahasa inggris,Positif
bagus banget isi energi h cepat cepat ajar,Positif
aplikasi bagus seru iklan ganggu bahasa ajar kecewa unsur lgbt,Positif
good im really happy,Negatif
bagus duolingo,Positif
aplikasi bagus banget ajar bahasa ajar bahasa inggris doulingo lancar the best deh duolingo,Positif
aplikasi bagus manfaat sayang teks aplikasi dukung lgbt,Positif
bantu paham bahasa,Positif
update salah sesi kapitalis kembali sistem heart,Negatif
cocok banget pemulaaa,Positif
suka ajar duolingo,Positif
bagus anak anak,Positif
bagus banget,Positif
ajar b inggris enak pakai duolingo,Positif
bagus banget aplikasi nyaaaaa,Positif
bagus sih bayar bagus bayar samsek,Positif
aplikasi bagus tarik suka syekali,Positif
bagus baik,Positif
aplikasi bahasa indonesia aplikasi adu domba ajak perang negara,Positif
guna gratis suka pakai sistem hatinyawa banding sistem energi,Negatif
aplikasi ya bagus guna ajar bahasa inggris lainlain,Positif
apk bagus banget bantu,Positif
duolingo senang suka,Positif
guna belejar seru,Positif
ajar pakai aplikasi duolingo cerdas pikir ku pengin bahasa spanyoll cowok ku orang spanyoll,Positif
bantu bahasa inggris,Positif
wow aplikasi bagus suka ajar seru,Positif
balikin hati pakai battray,Negatif
bagus benget dang seru,Positif
terimakasih duolinggo berkat mu nilai ya sekolah,Positif
sumpah bagus banget ajar bahasa,Positif
congratulation,Netral
keren bantu,Positif
aplikasi ya bayar,Positif
aplikasi nya manfaat,Positif
bagus aplikasi ya,Positif
kursus bikin keliru arti bahasa,Positif
bagus banget pakok ya bagus banget duolingo,Positif
duolingo jad bahasa inggris duolingo hebat,Positif
hafal bahasa jepang wajib banget sih ajar bahasa jepang duolingo,Positif
bantu ajar bahasa asing,Positif
nazwa cantik,Netral
guna bahasa ajar,Positif
aplikasi ya bagus pasang pas pencet kadang suarabagus,Positif
bagus banget bahasa italia,Positif
suka aplikasi,Positif
senang ajar berkat selingkuh,Positif
duolingo bantu ajar,Positif
xihuan,Netral
seru ajar bahasa cina semangat,Positif
mingkatkan didik bahasa,Positif
bagus banget ajar bahasa handphone,Positif
senang bahasa inggris aplikasi kasih dikit dikit kita rajin pas,Positif
lumayan baham,Netral
mula ajar bahasa mandarin aplikasi bantu tingkat aktivitas ajar,Positif
aplikasi bagus ajar main,Positif
diupdate bug doang,Netral
seru tambah wawas ajar,Positif
aplikasi seru senang mengasag pintar ajar bahasa inggris,Positif
main duolingo bagus ajar,Positif
bagus banget ajar bahasa suka bgtcuma energi boros bgtmau beli super uangjadi tunggu jam dehtapi bagus koka suka,Positif
belajarr,Netral
baik,Netral
nicee,Netral
lu really built sok perfect all kids should have some time use this app and finish at least course,Negatif
bagus,Positif
tambah kursus coding,Netral
duolingo senang,Positif
bantu ku ajar bahasa asing mudah coba,Positif
energy ya,Negatif
mantap banget apk nya,Positif
bagus banget,Positif
bantu ajar bahasa negeri,Positif
sirr ku buta suka dualingo its a best,Negatif
duolingo bagusaku sukabelajarnya gampangyg unit unit nyauntung loncat unit berikutnyaseruuu,Positif
suara ya hilang brooo i crazy,Negatif
update energi baterai suka app terimakasih tani,Negatif
seru ajar ya salah baik metode ajar ngebosenin,Positif
aplikasi bagus cepat pahamii,Positif
pasapake duolingo seru banget pas apk paham and seru duolingo,Positif
aplikasi bagus bantu bicara lancar,Positif
suka banget,Positif
bagus banget,Positif
ganti heartnya pakai baterai,Negatif
paham,Positif
